source,score,level
Gene10490__GPT2,1.3834590441026526,1
Gene10490__GPT2_reverse,-0.8790887539983446,1
Gene109__SLC29A1,0.375432841006967,1
Gene119800002__SLC38A2,-0.1734014337442852,1
Gene1199__GOT2,1.3834590441026526,1
Gene1199__GOT2_reverse,-0.7484976979228288,1
Gene125000002__SLC38A2,0.15060643596342307,1
Gene1338__AKR1B1,3.181555513401225,1
Gene1397__SDHA_SDHD_SDHC_SDHB,-0.612075309275335,1
Gene1433__TMLHE,0.32876555995905127,1
Gene1561__AKR1B1,0.6492138789545836,1
Gene156__AKR1B1,1.9204042425238224,1
Gene1598__orphanReacr0480,0.4872612330328351,1
Gene1598__orphanReacr0480_reverse,-1.753642935646574,1
Gene1611__GGCT,0.24272087814564633,1
Gene1664__orphanReacr0788_reverse,-1.753642935646574,1
Gene1665__orphanReacr0789_reverse,-1.753642935646574,1
Gene1684__orphanReacr0907_reverse,0.9099194760412699,1
Gene172__ASNS,0.5373772986260241,1
Gene17300002__SLC38A2,-0.6146380985542892,1
Gene1766__orphanReacr1435,-0.4466721627666444,1
Gene1767__orphanReacr1437,-0.09808096320641094,1
Gene177300002__orphanReacPHEt2m,-0.1734014337442852,1
Gene178__GOT2,1.3834590441026526,1
Gene2341__PRDX6_reverse,-0.553088978067052,1
Gene241__CDIPT,-0.06992257078545595,1
Gene241__CDIPT_reverse,-0.06189852393200415,1
Gene2730__orphanReacAHCYStm,0.4872612330328351,1
Gene330__CMPK1_reverse,-0.06992257078545595,1
Gene3422__orphanReacALAARGCYSr,-0.9712722292955767,1
Gene3423__orphanReacGLYTYRLYSr,0.7342858705138308,1
Gene3468__orphanReacASPHISCYSr,0.2788114150288083,1
Gene3474__orphanReacCYSASNMETr,-0.2421213988666701,1
Gene3480__orphanReacCYSASPPHEr,0.3160687161253222,1
Gene3483__orphanReacCYSGLUTRPr,0.9076210873209393,1
Gene3484__orphanReacCYSLEUTHRr,-0.548371370781921,1
Gene3485__orphanReacCYSSERMETr,-0.14436711774706687,1
Gene3490__orphanReacCYSTYRASNr,-0.5316850631493822,1
