source,score,level
Gene10490__GPT2,1.3630249568432948,1
Gene10490__GPT2_reverse,-0.9035524914484819,1
Gene109__SLC29A1,0.35363733055473884,1
Gene119800002__SLC38A2,-0.19616856699944724,1
Gene1199__GOT2,1.3630249568432948,1
Gene1199__GOT2_reverse,-0.7822664946130351,1
Gene125000002__SLC38A2,0.12844176459255427,1
Gene1338__AKR1B1,3.163857529839644,1
Gene1397__SDHA_SDHD_SDHC_SDHB,-0.6358255280470358,1
Gene1433__TMLHE,0.3068962815165276,1
Gene1561__AKR1B1,0.6278254769602094,1
Gene156__AKR1B1,1.900645667813966,1
Gene1684__orphanReacr0907_reverse,0.8888862287234368,1
Gene172__ASNS,0.506328164247905,1
Gene17300002__SLC38A2,-0.6383947190903669,1
Gene1758__orphanReacr1384,1.08152479704442,1
Gene1766__orphanReacr1435,-0.4700262065387688,1
Gene1767__orphanReacr1437,-0.12069969534978842,1
Gene177300002__orphanReacPHEt2m,-0.19616856699944724,1
Gene178__GOT2,1.3630249568432948,1
Gene178__GOT2_reverse,-0.07695821362729617,1
Gene2341__PRDX6_reverse,-0.57669411394535,1
Gene241__CDIPT,-0.09248719014060537,1
Gene241__CDIPT_reverse,-0.0844478559946217,1
Gene330__CMPK1_reverse,-0.09248719014060537,1
Gene3422__orphanReacALAARGCYSr,-1.0057628066601996,1
Gene3468__orphanReacASPHISCYSr,0.23996318180403392,1
Gene3474__orphanReacCYSASNMETr,-0.28201620378863623,1
Gene3480__orphanReacCYSASPPHEr,0.27728031105539697,1
Gene3483__orphanReacCYSGLUTRPr,0.8770211632240067,1
Gene3484__orphanReacCYSLEUTHRr,-0.5815649959620188,1
Gene3485__orphanReacCYSSERMETr,-0.18403360526322082,1
Gene3490__orphanReacCYSTYRASNr,-0.5723526860645717,1
Gene3558__orphanReacTYRCYSTHRr,-0.6065258124273167,1
Gene3636__GOT1,1.3630249568432948,1
Gene3636__GOT1_reverse,-0.07695821362729617,1
Gene3656__CTPS1,1.3630249568432948,1
Gene3777__TALDO1,-1.015698601973572,1
Gene4741__FH,-0.6358255280470358,1
Gene4760__AKR1B1,-1.8796288742132312,1
Gene5473__GOT2,1.3630249568432948,1
Gene5557__ADA,-1.490790553645219,1
Gene5592__GPT2,1.3630249568432948,1
Gene5592__GPT2_reverse,-1.577655547883851,1
Gene5633__orphanReacASNtm,-0.6383947190903669,1
Gene5698__CEPT1,-0.09248719014060537,1
