Nodes,score,level,RNA_input
BRD4,-1.3114703552698006,5,0.4628163751557296
MYC,1.6578299302995956,4,0.35442744628264117
SMAD2,1.6578299302995956,4,0.13779047811642375
STAT1,-0.9404541178852558,5,-0.8530664449185866
STRAP,-1.7243953980706272,5,-0.9408589154412799
